dataset,mode,lang,axis,metric,mean,median,std,n_queries,n_planned,n_success,n_failure,n_zero_result
hard_queries,rrf_rerank,en,cardinality_and,facet_present_macro,0.8333333333333334,1.0,0.2545875386086578,6,6,6,0,0
hard_queries,rrf_rerank,en,cardinality_and,facet_conjunctive_macro,0.8333333333333334,1.0,0.2545875386086578,6,6,6,0,0
hard_queries,rrf_rerank,en,celltype_x_tissue,facet_present_macro,0.5,0.5,0.25,2,2,2,0,0
hard_queries,rrf_rerank,en,celltype_x_tissue,facet_conjunctive_macro,0.5,0.5,0.25,2,2,2,0,0
hard_queries,rrf_rerank,en,dose_response,facet_present_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,en,dose_response,facet_conjunctive_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,en,dual_disease,facet_present_macro,0.75,0.75,0.25,2,2,2,0,0
hard_queries,rrf_rerank,en,dual_disease,facet_conjunctive_macro,0.5,0.5,0.5,2,2,2,0,0
hard_queries,rrf_rerank,en,exclusion_extended,facet_present_macro,0.8888888888888888,1.0,0.15713484026367724,6,6,6,0,0
hard_queries,rrf_rerank,en,exclusion_extended,facet_conjunctive_macro,0.8888888888888888,1.0,0.15713484026367724,6,6,6,0,0
hard_queries,rrf_rerank,en,exclusion_extended,exclusion_clean_at_k,0.8333333333333334,0.9,0.17950549357115014,6,6,6,0,0
hard_queries,rrf_rerank,en,lessons_wildcard,facet_present_macro,0.75,1.0,0.3818813079129867,6,6,6,0,0
hard_queries,rrf_rerank,en,lessons_wildcard,facet_conjunctive_macro,0.75,1.0,0.3818813079129867,6,6,6,0,0
hard_queries,rrf_rerank,en,longitudinal,facet_present_macro,0.5,0.5,0.0,1,1,1,0,0
hard_queries,rrf_rerank,en,longitudinal,facet_conjunctive_macro,0.5,0.5,0.0,1,1,1,0,0
hard_queries,rrf_rerank,en,multi_omics,facet_present_macro,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,2,0,0
hard_queries,rrf_rerank,en,multi_omics,facet_conjunctive_macro,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,2,0,0
hard_queries,rrf_rerank,en,multi_organism,facet_present_macro,1.0,1.0,0.0,2,2,2,0,0
hard_queries,rrf_rerank,en,multi_organism,facet_conjunctive_macro,1.0,1.0,0.0,2,2,2,0,0
hard_queries,rrf_rerank,en,negation,facet_present_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,en,negation,facet_conjunctive_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,en,negation,exclusion_clean_at_k,0.6000000000000001,0.6000000000000001,0.2,2,2,2,0,0
hard_queries,rrf_rerank,en,paired_multi_tissue,facet_present_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,en,paired_multi_tissue,facet_conjunctive_macro,0.6666666666666666,0.6666666666666666,0.33333333333333337,2,2,2,0,0
hard_queries,rrf_rerank,ko,ALL,facet_present_macro,0.7874149659863946,1.0,0.2730638004955959,49,49,49,0,0
hard_queries,rrf_rerank,ko,ALL,facet_conjunctive_macro,0.7568027210884354,0.75,0.28761113138244493,49,49,49,0,0
hard_queries,rrf_rerank,ko,ALL,exclusion_clean_at_k,0.8090909090909091,0.9,0.2108620637226037,11,49,49,0,0
hard_queries,rrf_rerank,ko,abbrev_ambiguous,facet_present_macro,0.75,0.6666666666666666,0.18633899812498247,6,6,6,0,0
hard_queries,rrf_rerank,ko,abbrev_ambiguous,facet_conjunctive_macro,0.75,0.6666666666666666,0.18633899812498247,6,6,6,0,0
hard_queries,rrf_rerank,ko,abbrev_ambiguous,exclusion_clean_at_k,1.0,1.0,0.0,2,6,6,0,0
hard_queries,rrf_rerank,ko,abbrev_standard,facet_present_macro,0.9444444444444445,1.0,0.12422599874998833,6,6,6,0,0
hard_queries,rrf_rerank,ko,abbrev_standard,facet_conjunctive_macro,0.8888888888888888,1.0,0.15713484026367724,6,6,6,0,0
hard_queries,rrf_rerank,ko,abbrev_tcga,facet_present_macro,0.5666666666666667,0.6666666666666666,0.13333333333333333,5,5,5,0,0
hard_queries,rrf_rerank,ko,abbrev_tcga,facet_conjunctive_macro,0.5666666666666667,0.6666666666666666,0.13333333333333333,5,5,5,0,0
hard_queries,rrf_rerank,ko,abbrev_tcga,exclusion_clean_at_k,0.9,0.9,0.0,1,5,5,0,0
hard_queries,rrf_rerank,ko,cardinality_and,facet_present_macro,0.7777777777777778,1.0,0.3142696805273545,6,6,6,0,0
hard_queries,rrf_rerank,ko,cardinality_and,facet_conjunctive_macro,0.7777777777777778,1.0,0.3142696805273545,6,6,6,0,0
hard_queries,rrf_rerank,ko,celltype_x_tissue,facet_present_macro,0.625,0.625,0.125,2,2,2,0,0
hard_queries,rrf_rerank,ko,celltype_x_tissue,facet_conjunctive_macro,0.625,0.625,0.125,2,2,2,0,0
hard_queries,rrf_rerank,ko,dose_response,facet_present_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,ko,dose_response,facet_conjunctive_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,ko,dual_disease,facet_present_macro,0.75,0.75,0.25,2,2,2,0,0
hard_queries,rrf_rerank,ko,dual_disease,facet_conjunctive_macro,0.5,0.5,0.5,2,2,2,0,0
hard_queries,rrf_rerank,ko,exclusion_extended,facet_present_macro,0.9444444444444445,1.0,0.12422599874998833,6,6,6,0,0
hard_queries,rrf_rerank,ko,exclusion_extended,facet_conjunctive_macro,0.8888888888888888,1.0,0.15713484026367724,6,6,6,0,0
hard_queries,rrf_rerank,ko,exclusion_extended,exclusion_clean_at_k,0.7333333333333334,0.75,0.24267032964268395,6,6,6,0,0
hard_queries,rrf_rerank,ko,lessons_wildcard,facet_present_macro,0.75,1.0,0.3818813079129867,6,6,6,0,0
hard_queries,rrf_rerank,ko,lessons_wildcard,facet_conjunctive_macro,0.75,1.0,0.3818813079129867,6,6,6,0,0
hard_queries,rrf_rerank,ko,longitudinal,facet_present_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,ko,longitudinal,facet_conjunctive_macro,1.0,1.0,0.0,1,1,1,0,0
hard_queries,rrf_rerank,ko,multi_omics,facet_present_macro,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,2,0,0
hard_queries,rrf_rerank,ko,multi_omics,facet_conjunctive_macro,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,2,2,0,0
hard_queries,rrf_rerank,ko,multi_organism,facet_present_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,ko,multi_organism,facet_conjunctive_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,ko,negation,facet_present_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,ko,negation,facet_conjunctive_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
hard_queries,rrf_rerank,ko,negation,exclusion_clean_at_k,0.8,0.8,0.10000000000000003,2,2,2,0,0
hard_queries,rrf_rerank,ko,paired_multi_tissue,facet_present_macro,1.0,1.0,0.0,2,2,2,0,0
hard_queries,rrf_rerank,ko,paired_multi_tissue,facet_conjunctive_macro,0.8333333333333333,0.8333333333333333,0.16666666666666669,2,2,2,0,0
